customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,phone_service,num_services,support_tickets,avg_monthly_usage,usage_trend,segment,senior_citizen,dependents,partner,churn,signup_date,last_interaction
CUST_000057,2,42.92,88.56,Month-to-month,Bank transfer,Fiber optic,No,1,3,37.67,Increasing,SMB,0,No,No,0,2026-07-10 19:58:42.110234,2026-09-03 19:58:42.125352
CUST_000058,5,34.36,164.12,One year,Electronic check,DSL,No,3,2,50.39,Increasing,Consumer,0,Yes,Yes,0,2026-04-11 19:58:42.110236,2026-09-01 19:58:42.125357
CUST_000059,1,111.29,112.17,Month-to-month,Mailed check,Fiber optic,Yes,0,1,56.1,Declining,Consumer,1,No,No,1,2026-08-09 19:58:42.110237,2026-08-03 19:58:42.125362
CUST_000060,9,86.9,805.71,Month-to-month,Electronic check,Fiber optic,No,3,2,21.35,Stable,Consumer,0,Yes,No,1,2025-12-12 19:58:42.110238,2026-07-17 19:58:42.125366
CUST_000061,11,63.8,706.08,Month-to-month,Electronic check,DSL,No,3,1,68.54,Declining,Enterprise,1,Yes,No,0,2025-10-13 19:58:42.110240,2026-08-29 19:58:42.125370
CUST_000062,7,77.33,517.7,Month-to-month,Bank transfer,DSL,Yes,3,2,55.48,Stable,SMB,0,No,No,1,2026-02-10 19:58:42.110242,2026-08-18 19:58:42.125374
CUST_000063,42,94.56,4048.35,One year,Electronic check,Fiber optic,Yes,3,0,38.27,Stable,SMB,0,No,Yes,0,2023-03-28 19:58:42.110243,2026-07-22 19:58:42.125378
CUST_000064,10,97.3,930.25,Month-to-month,Bank transfer,DSL,Yes,4,4,46.85,Declining,Consumer,0,No,No,1,2025-11-12 19:58:42.110245,2026-08-02 19:58:42.125386
CUST_000065,7,111.99,808.82,Month-to-month,Credit card,No,No,2,4,46.26,Increasing,Consumer,0,Yes,Yes,1,2026-02-10 19:58:42.110246,2026-08-21 19:58:42.125391
CUST_000066,18,62.68,1076.68,One year,Credit card,DSL,Yes,2,3,38.95,Stable,Consumer,0,No,No,0,2025-03-17 19:58:42.110248,2026-08-25 19:58:42.125396
CUST_000067,3,49.34,142.65,One year,Bank transfer,No,Yes,5,3,55.48,Increasing,Consumer,0,Yes,No,0,2026-06-10 19:58:42.110250,2026-08-15 19:58:42.125400
CUST_000068,38,83.97,3119.1,One year,Electronic check,No,Yes,1,2,21.79,Increasing,Consumer,0,No,No,0,2023-07-26 19:58:42.110251,2026-07-25 19:58:42.125404
CUST_000069,1,61.57,62.39,Month-to-month,Mailed check,Fiber optic,Yes,4,5,68.69,Increasing,Consumer,0,No,No,0,2026-08-09 19:58:42.110253,2026-08-07 19:58:42.125409
CUST_000070,72,79.46,5993.65,Two year,Credit card,No,Yes,3,1,63.5,Stable,Consumer,0,No,Yes,0,2020-10-09 19:58:42.110254,2026-07-12 19:58:42.125413
CUST_000071,35,62.0,2087.07,Two year,Credit card,No,Yes,2,1,75.2,Stable,Consumer,0,No,No,0,2023-10-24 19:58:42.110255,2026-08-02 19:58:42.125417
CUST_000072,5,35.3,170.19,Two year,Mailed check,DSL,Yes,2,0,38.28,Stable,SMB,1,Yes,Yes,0,2026-04-11 19:58:42.110257,2026-08-20 19:58:42.125421
CUST_000073,1,66.94,66.06,One year,Credit card,No,Yes,2,0,81.2,Declining,SMB,1,No,Yes,1,2026-08-09 19:58:42.110259,2026-09-02 19:58:42.125426
CUST_000074,40,89.09,3683.42,Month-to-month,Credit card,DSL,Yes,3,0,50.13,Declining,SMB,0,No,No,0,2023-05-27 19:58:42.110260,2026-07-27 19:58:42.125430
CUST_000075,29,99.93,2888.47,Two year,Credit card,DSL,Yes,2,2,58.34,Stable,SMB,0,Yes,Yes,0,2024-04-21 19:58:42.110261,2026-07-18 19:58:42.125434
CUST_000076,31,69.33,2110.89,Month-to-month,Bank transfer,Fiber optic,No,3,2,57.11,Increasing,Enterprise,0,No,Yes,0,2024-02-21 19:58:42.110263,2026-07-16 19:58:42.125438
CUST_000077,35,36.52,1286.02,Month-to-month,Credit card,DSL,Yes,1,1,35.39,Stable,SMB,0,No,No,0,2023-10-24 19:58:42.110265,2026-08-22 19:58:42.125443
CUST_000078,1,61.47,60.0,Month-to-month,Credit card,DSL,Yes,3,1,91.03,Declining,Enterprise,0,No,Yes,0,2026-08-09 19:58:42.110267,2026-08-10 19:58:42.125447
CUST_000079,10,98.63,976.55,Month-to-month,Electronic check,No,Yes,4,0,43.87,Stable,Consumer,0,No,No,1,2025-11-12 19:58:42.110268,2026-08-26 19:58:42.125451
CUST_000080,2,61.29,120.53,Two year,Credit card,No,No,4,3,62.98,Increasing,Consumer,0,No,No,0,2026-07-10 19:58:42.110269,2026-07-18 19:58:42.125456
CUST_000081,47,89.65,4341.7,One year,Electronic check,Fiber optic,Yes,7,2,57.85,Increasing,Consumer,1,No,Yes,0,2022-10-29 19:58:42.110271,2026-08-19 19:58:42.125460
CUST_000082,23,70.72,1695.57,One year,Mailed check,Fiber optic,Yes,2,1,68.53,Stable,SMB,0,Yes,No,0,2024-10-18 19:58:42.110272,2026-08-22 19:58:42.125464
CUST_000083,9,44.12,407.39,One year,Bank transfer,No,No,1,1,33.13,Stable,SMB,0,Yes,Yes,0,2025-12-12 19:58:42.110274,2026-07-15 19:58:42.125469
CUST_000084,1,99.62,99.01,Month-to-month,Bank transfer,DSL,Yes,6,3,31.51,Increasing,Enterprise,0,No,No,0,2026-08-09 19:58:42.110275,2026-08-26 19:58:42.125473
CUST_000085,8,28.42,227.46,Month-to-month,Credit card,No,Yes,3,2,51.67,Stable,Consumer,0,No,No,0,2026-01-11 19:58:42.110277,2026-07-17 19:58:42.125477
CUST_000086,9,72.49,627.95,One year,Mailed check,Fiber optic,Yes,1,1,50.81,Declining,Consumer,1,No,Yes,1,2025-12-12 19:58:42.110278,2026-08-06 19:58:42.125481
CUST_000087,31,40.89,1298.88,One year,Mailed check,No,Yes,2,2,33.82,Increasing,SMB,0,Yes,Yes,0,2024-02-21 19:58:42.110280,2026-09-04 19:58:42.125485
CUST_000088,24,26.71,647.22,Month-to-month,Electronic check,Fiber optic,Yes,2,1,31.84,Increasing,Consumer,0,No,Yes,0,2024-09-18 19:58:42.110281,2026-08-26 19:58:42.125490
CUST_000089,52,70.29,3802.18,One year,Mailed check,No,Yes,4,3,47.31,Stable,SMB,1,Yes,No,0,2022-06-01 19:58:42.110283,2026-08-26 19:58:42.125494
CUST_000090,15,69.96,1017.98,Month-to-month,Bank transfer,No,No,0,1,35.56,Declining,SMB,0,No,No,0,2025-06-15 19:58:42.110284,2026-09-07 19:58:42.125498
CUST_000091,3,90.69,279.14,Month-to-month,Electronic check,No,Yes,4,2,21.2,Increasing,Consumer,0,Yes,No,0,2026-06-10 19:58:42.110286,2026-07-12 19:58:42.125502
CUST_000092,29,94.48,2790.52,Month-to-month,Mailed check,Fiber optic,Yes,3,6,52.06,Stable,Consumer,1,Yes,No,1,2024-04-21 19:58:42.110287,2026-08-11 19:58:42.125506
CUST_000093,34,92.78,3080.66,Month-to-month,Electronic check,No,Yes,1,1,83.65,Stable,Consumer,0,No,No,0,2023-11-23 19:58:42.110288,2026-08-29 19:58:42.125513
CUST_000094,19,60.96,1177.63,Two year,Bank transfer,Fiber optic,Yes,3,0,47.74,Stable,Consumer,0,No,Yes,0,2025-02-15 19:58:42.110290,2026-08-07 19:58:42.125517
CUST_000095,35,83.17,3034.48,Two year,Electronic check,DSL,Yes,6,2,100.47,Declining,SMB,0,Yes,Yes,0,2023-10-24 19:58:42.110292,2026-08-17 19:58:42.125522
CUST_000096,16,77.69,1295.05,Month-to-month,Bank transfer,Fiber optic,Yes,4,4,71.81,Stable,Consumer,0,No,No,0,2025-05-16 19:58:42.110293,2026-08-30 19:58:42.125526
CUST_000097,17,62.16,1079.93,One year,Mailed check,DSL,No,2,1,67.69,Stable,Consumer,0,No,No,0,2025-04-16 19:58:42.110294,2026-08-16 19:58:42.125530
CUST_000098,13,79.72,989.52,One year,Electronic check,No,Yes,2,3,47.57,Declining,SMB,0,Yes,Yes,1,2025-08-14 19:58:42.110296,2026-08-09 19:58:42.125534
CUST_000099,1,114.72,118.99,Month-to-month,Credit card,DSL,Yes,1,4,43.86,Stable,Consumer,0,No,Yes,1,2026-08-09 19:58:42.110297,2026-08-20 19:58:42.125538
CUST_000100,2,39.29,79.82,Month-to-month,Mailed check,No,Yes,4,3,25.4,Increasing,SMB,0,No,No,1,2026-07-10 19:58:42.110299,2026-07-27 19:58:42.125543
CUST_000101,1,110.58,108.48,Two year,Bank transfer,Fiber optic,No,3,5,39.96,Declining,Consumer,0,No,No,0,2026-08-09 19:58:42.110300,2026-08-30 19:58:42.125547
CUST_000102,24,25.35,589.37,One year,Bank transfer,DSL,No,4,0,93.43,Increasing,SMB,0,No,Yes,0,2024-09-18 19:58:42.110302,2026-08-23 19:58:42.125551
CUST_000103,9,50.84,440.0,Two year,Bank transfer,No,No,5,1,76.68,Stable,Enterprise,0,No,Yes,0,2025-12-12 19:58:42.110303,2026-08-12 19:58:42.125555
CUST_000104,17,48.81,792.45,Month-to-month,Bank transfer,DSL,Yes,5,2,29.16,Increasing,Consumer,1,No,No,1,2025-04-16 19:58:42.110304,2026-08-30 19:58:42.125560
CUST_000105,57,82.64,4830.17,One year,Bank transfer,Fiber optic,No,2,1,58.44,Increasing,SMB,0,Yes,No,0,2022-01-02 19:58:42.110306,2026-08-05 19:58:42.125564
CUST_000106,6,33.12,193.47,Month-to-month,Bank transfer,Fiber optic,Yes,2,1,25.56,Increasing,Consumer,0,Yes,Yes,1,2026-03-12 19:58:42.110307,2026-07-29 19:58:42.125568
CUST_000107,12,108.23,1236.97,Month-to-month,Mailed check,DSL,Yes,4,2,61.68,Stable,Consumer,0,Yes,Yes,0,2025-09-13 19:58:42.110309,2026-07-31 19:58:42.125572
CUST_000108,33,102.86,3359.51,Month-to-month,Electronic check,Fiber optic,Yes,6,4,27.53,Stable,SMB,0,Yes,Yes,1,2023-12-23 19:58:42.110310,2026-09-05 19:58:42.125577
CUST_000109,6,85.21,510.37,Month-to-month,Credit card,Fiber optic,No,6,3,47.03,Stable,Consumer,0,No,Yes,0,2026-03-12 19:58:42.110312,2026-08-03 19:58:42.125581
CUST_000110,1,65.84,63.66,Month-to-month,Credit card,No,No,0,3,37.22,Stable,Consumer,0,No,Yes,0,2026-08-09 19:58:42.110314,2026-08-27 19:58:42.125585
CUST_000111,8,113.3,865.07,Month-to-month,Mailed check,DSL,No,2,0,44.01,Stable,SMB,0,No,No,1,2026-01-11 19:58:42.110316,2026-08-16 19:58:42.125589
CUST_000112,4,103.07,399.46,Month-to-month,Electronic check,DSL,No,5,3,68.63,Declining,SMB,0,No,No,1,2026-05-11 19:58:42.110317,2026-07-21 19:58:42.125593
CUST_000113,63,69.93,4484.5,One year,Electronic check,Fiber optic,Yes,0,6,32.98,Stable,Enterprise,0,No,Yes,1,2021-07-06 19:58:42.110318,2026-08-08 19:58:42.125598
CUST_000114,39,90.19,3370.47,Month-to-month,Bank transfer,Fiber optic,No,5,2,65.39,Stable,Consumer,0,No,No,1,2023-06-26 19:58:42.110320,2026-07-31 19:58:42.125602
CUST_000115,24,76.69,1850.69,Month-to-month,Electronic check,Fiber optic,Yes,3,1,42.37,Stable,Consumer,1,Yes,No,1,2024-09-18 19:58:42.110321,2026-08-07 19:58:42.125606
CUST_000116,49,78.79,3724.2,Month-to-month,Bank transfer,DSL,Yes,2,4,42.83,Declining,Consumer,0,No,Yes,0,2022-08-30 19:58:42.110323,2026-07-12 19:58:42.125610
CUST_000117,39,53.1,2007.88,Month-to-month,Credit card,Fiber optic,Yes,4,2,64.68,Increasing,Consumer,1,No,Yes,0,2023-06-26 19:58:42.110324,2026-09-05 19:58:42.125614
CUST_000118,4,66.21,262.01,One year,Credit card,No,No,4,2,49.42,Increasing,Enterprise,0,No,Yes,0,2026-05-11 19:58:42.110326,2026-07-26 19:58:42.125619
CUST_000119,53,27.81,1415.09,Month-to-month,Electronic check,DSL,No,3,2,23.51,Declining,Consumer,0,No,Yes,1,2022-05-02 19:58:42.110327,2026-07-13 19:58:42.125623
CUST_000120,18,55.73,970.36,One year,Credit card,DSL,Yes,3,3,54.24,Increasing,Consumer,0,No,No,0,2025-03-17 19:58:42.110329,2026-08-01 19:58:42.125627
CUST_000121,39,89.58,3440.85,Month-to-month,Bank transfer,Fiber optic,Yes,1,1,37.59,Stable,SMB,0,No,No,1,2023-06-26 19:58:42.110330,2026-07-17 19:58:42.125631
CUST_000122,54,115.32,6121.21,Month-to-month,Electronic check,DSL,Yes,5,0,60.99,Stable,Consumer,1,No,Yes,0,2022-04-02 19:58:42.110332,2026-08-11 19:58:42.125636
CUST_000123,9,116.31,1072.88,Two year,Mailed check,Fiber optic,Yes,1,3,22.28,Stable,Consumer,0,No,No,0,2025-12-12 19:58:42.110333,2026-08-15 19:58:42.125640
CUST_000124,2,75.57,144.71,One year,Bank transfer,DSL,Yes,2,2,43.58,Increasing,Enterprise,0,No,No,0,2026-07-10 19:58:42.110335,2026-08-19 19:58:42.125644
CUST_000125,6,80.66,501.4,Month-to-month,Credit card,Fiber optic,Yes,0,2,59.05,Stable,SMB,0,Yes,No,1,2026-03-12 19:58:42.110336,2026-07-17 19:58:42.125648
CUST_000126,13,38.57,517.27,Two year,Electronic check,Fiber optic,Yes,0,1,40.69,Declining,SMB,0,No,No,0,2025-08-14 19:58:42.110337,2026-08-17 19:58:42.125652
CUST_000127,40,89.53,3676.46,Month-to-month,Electronic check,DSL,Yes,5,0,60.99,Declining,Consumer,0,No,No,0,2023-05-27 19:58:42.110339,2026-08-02 19:58:42.125657
CUST_000128,47,27.07,1248.04,Two year,Mailed check,No,Yes,2,2,58.9,Stable,Consumer,1,No,Yes,0,2022-10-29 19:58:42.110340,2026-08-07 19:58:42.125661
CUST_000129,1,48.47,50.04,One year,Credit card,No,Yes,2,2,74.78,Declining,SMB,0,No,No,0,2026-08-09 19:58:42.110342,2026-08-01 19:58:42.125665
CUST_000130,17,86.84,1429.45,One year,Credit card,Fiber optic,Yes,6,3,30.85,Increasing,Consumer,0,No,Yes,0,2025-04-16 19:58:42.110343,2026-08-10 19:58:42.125669
CUST_000131,12,51.03,589.36,Two year,Electronic check,Fiber optic,No,3,3,16.2,Declining,SMB,0,No,No,1,2025-09-13 19:58:42.110345,2026-08-20 19:58:42.125674
CUST_000132,6,24.98,143.06,Month-to-month,Electronic check,DSL,Yes,1,2,48.31,Declining,SMB,0,Yes,No,1,2026-03-12 19:58:42.110346,2026-08-16 19:58:42.125678
CUST_000133,3,103.19,323.17,One year,Credit card,Fiber optic,No,3,3,66.91,Increasing,SMB,0,No,Yes,0,2026-06-10 19:58:42.110348,2026-08-17 19:58:42.125682
CUST_000134,9,51.03,450.45,Month-to-month,Bank transfer,Fiber optic,Yes,3,4,73.29,Stable,SMB,0,Yes,Yes,0,2025-12-12 19:58:42.110349,2026-08-08 19:58:42.125686
CUST_000135,68,26.31,1863.8,Month-to-month,Credit card,DSL,Yes,2,3,84.49,Stable,SMB,0,Yes,Yes,0,2021-02-06 19:58:42.110351,2026-08-10 19:58:42.125690
CUST_000136,9,27.48,241.7,Month-to-month,Credit card,DSL,No,1,1,65.96,Declining,Consumer,0,No,Yes,0,2025-12-12 19:58:42.110352,2026-07-25 19:58:42.125695
CUST_000137,17,45.18,799.36,Month-to-month,Electronic check,DSL,Yes,2,0,41.95,Increasing,Consumer,1,No,Yes,0,2025-04-16 19:58:42.110354,2026-08-22 19:58:42.125699
CUST_000138,29,37.8,1140.48,One year,Bank transfer,DSL,Yes,4,2,47.86,Stable,Consumer,1,No,Yes,0,2024-04-21 19:58:42.110355,2026-08-10 19:58:42.125703
CUST_000139,10,97.43,1015.58,One year,Electronic check,Fiber optic,No,3,3,65.22,Increasing,Consumer,0,No,Yes,0,2025-11-12 19:58:42.110357,2026-08-13 19:58:42.125707
CUST_000140,72,52.17,3754.8,One year,Credit card,No,Yes,5,0,63.93,Declining,SMB,0,No,Yes,0,2020-10-09 19:58:42.110358,2026-08-04 19:58:42.125712
CUST_000141,72,100.47,7498.56,Month-to-month,Bank transfer,Fiber optic,Yes,5,2,43.43,Declining,SMB,0,No,No,1,2020-10-09 19:58:42.110359,2026-08-25 19:58:42.125716
CUST_000142,6,37.38,234.39,Month-to-month,Credit card,Fiber optic,Yes,2,0,43.58,Increasing,SMB,0,No,Yes,0,2026-03-12 19:58:42.110361,2026-07-27 19:58:42.125720
CUST_000143,16,69.29,1089.2,Two year,Credit card,Fiber optic,Yes,4,1,30.79,Declining,Enterprise,0,No,Yes,0,2025-05-16 19:58:42.110362,2026-09-01 19:58:42.125724
CUST_000144,8,88.8,704.64,Month-to-month,Electronic check,Fiber optic,Yes,2,2,70.37,Declining,SMB,0,No,Yes,1,2026-01-11 19:58:42.110364,2026-08-19 19:58:42.125728
