customer_id,tenure,monthly_charges,total_charges,num_services,support_tickets,avg_monthly_usage,senior_citizen,is_new_customer,tenure_squared,log_tenure,avg_charge_per_month,charge_ratio,is_high_value,charges_per_tenure,service_density,tickets_per_month,high_support_need,usage_per_service,low_usage,usage_trend_encoded,contract_risk_score,is_flexible_contract,payment_risk_score,has_auto_pay,household_size,is_single_household,is_senior,segment_value_score,churn_risk_score,high_risk_flag,churn
CUST_000028,17,22.21,387.89,2,3,86.98,0,0,289,2.8903717578961645,21.549444444444443,0.3250558177504594,0,22.81705882352941,0.1176470588235294,0.1764705882352941,0,43.49,0,1,1,0,3,0,1,1,0,2,1,0,1
CUST_000029,21,41.88,863.68,0,0,46.29,0,0,441,3.091042453358316,39.25818181818182,0.6129373096528248,0,41.12761904761904,0.0,0.0,0,46.29,0,1,2,0,1,1,3,0,0,1,0,0,0
CUST_000030,1,30.75,29.75,1,3,74.71,0,1,1,0.6931471805599453,14.875,0.4500435117436571,0,29.75,1.0,3.0,0,74.71,0,0,2,0,2,0,1,1,0,2,2,0,0
CUST_000032,4,31.25,119.88,3,0,51.46,0,1,16,1.6094379124341005,23.976,0.4573612924224158,0,29.97,0.75,0.0,0,17.153333333333332,0,0,1,0,1,1,4,0,0,1,2,0,0
CUST_000033,1,92.42,96.78,1,4,71.96,0,1,1,0.6931471805599453,48.39,1.3526185806617494,1,96.78,1.0,4.0,1,71.96,0,-1,1,0,3,0,2,0,0,1,7,1,1
CUST_000036,39,101.27,3885.9,1,1,26.06,0,0,1521,3.688879454113936,97.1475,1.4821432986757774,1,99.63846153846154,0.0256410256410256,0.0256410256410256,0,26.06,1,0,3,1,2,0,4,0,0,2,3,0,1
CUST_000037,8,77.96,653.07,4,2,80.32,0,0,64,2.19722457733622,72.56333333333333,1.140988363432049,0,81.63375,0.5,0.25,0,20.08,0,1,1,0,1,1,1,1,0,1,0,0,0
CUST_000039,27,109.47,2819.93,2,6,97.31,0,0,729,3.332204510175204,100.71178571428572,1.6021549018074197,1,104.44185185185184,0.074074074074074,0.2222222222222222,1,48.655,0,0,2,0,2,0,2,0,0,1,2,0,0
CUST_000041,3,40.18,120.12,5,2,42.94,0,1,9,1.3862943611198906,30.03,0.5880568553450454,0,40.04,1.6666666666666667,0.6666666666666666,0,8.588,0,0,1,0,2,0,1,1,0,3,2,0,0
CUST_000042,16,95.2,1459.68,3,0,23.67,0,0,256,2.833213344056216,85.86352941176472,1.3933054412356476,1,91.23,0.1875,0.0,0,7.890000000000001,1,0,3,1,1,1,3,0,0,1,3,0,1
CUST_000044,57,48.93,2740.9,0,2,47.57,0,0,3249,4.060443010546419,47.25689655172414,0.7161180172233218,0,48.0859649122807,0.0,0.0350877192982456,0,47.57,0,1,2,0,3,0,1,1,0,1,1,0,0
CUST_000045,7,26.2,180.39,4,2,34.85,0,0,49,2.079441541679836,22.54875,0.3834517075669534,0,25.77,0.5714285714285714,0.2857142857142857,0,8.7125,0,1,2,0,3,0,2,0,0,2,1,0,1
CUST_000046,26,105.81,2788.37,6,3,54.95,0,0,676,3.295836866004329,103.27296296296296,1.5485887472389062,1,107.245,0.2307692307692307,0.1153846153846153,0,9.158333333333331,0,0,2,0,1,1,2,0,0,2,0,0,0
CUST_000049,18,71.61,1299.55,4,1,30.97,0,0,324,2.9444389791664403,68.39736842105263,1.0480525488118142,0,72.19722222222222,0.2222222222222222,0.0555555555555555,0,7.7425,1,-1,2,0,1,1,3,0,0,2,2,0,0
CUST_000052,35,96.58,3543.47,2,2,35.19,0,0,1225,3.58351893845611,98.4297222222222,1.413502515909021,1,101.242,0.0571428571428571,0.0571428571428571,0,17.595,0,0,3,1,3,0,2,0,0,1,4,0,1
CUST_000054,54,62.54,3537.04,6,3,25.44,0,0,2916,4.007333185232471,64.30981818181819,0.9153080072991324,0,65.50074074074074,0.1111111111111111,0.0555555555555555,0,4.24,1,1,3,1,3,0,1,1,0,1,4,0,0
CUST_000055,21,94.41,1888.84,2,1,29.47,0,0,441,3.091042453358316,85.85636363636364,1.3817433477632088,1,89.9447619047619,0.0952380952380952,0.0476190476190476,0,14.735,1,-1,3,1,2,0,2,0,0,2,5,1,1
CUST_000057,2,42.92,88.56,1,3,37.67,0,1,4,1.0986122886681098,29.52,0.6281582934646428,0,44.28,0.5,1.5,0,37.67,0,1,3,1,1,1,1,1,0,2,5,1,0
CUST_000058,5,34.36,164.12,3,2,50.39,0,1,25,1.791759469228055,27.35333333333333,0.5028778882442946,0,32.824,0.6,0.4,0,16.796666666666667,0,1,2,0,3,0,4,0,0,1,3,0,0
CUST_000060,9,86.9,805.71,3,2,21.35,0,0,81,2.302585092994046,80.571,1.271830281968254,0,89.52333333333334,0.3333333333333333,0.2222222222222222,0,7.116666666666667,1,0,3,1,3,0,3,0,0,1,4,0,1
CUST_000062,7,77.33,517.7,3,2,55.48,0,0,49,2.079441541679836,64.7125,1.131767959776813,0,73.95714285714287,0.4285714285714285,0.2857142857142857,0,18.49333333333333,0,0,3,1,1,1,1,1,0,2,3,0,1
CUST_000063,42,94.56,4048.35,3,0,38.27,0,0,1764,3.7612001156935615,94.14767441860464,1.3839386819668364,1,96.3892857142857,0.0714285714285714,0.0,0,12.756666666666668,0,0,2,0,3,0,2,0,0,2,1,0,0
CUST_000064,10,97.3,930.25,4,4,46.85,0,0,100,2.3978952727983707,84.56818181818181,1.424040120086434,1,93.025,0.4,0.4,1,11.7125,0,-1,3,1,1,1,1,1,0,1,7,1,1
CUST_000065,7,111.99,808.82,2,4,46.26,0,0,49,2.079441541679836,101.1025,1.6390365164283631,1,115.5457142857143,0.2857142857142857,0.5714285714285714,1,23.13,0,1,3,1,1,1,4,0,0,1,5,1,1
CUST_000066,18,62.68,1076.68,2,3,38.95,0,0,324,2.9444389791664403,56.66736842105264,0.9173569858891848,0,59.81555555555556,0.1111111111111111,0.1666666666666666,0,19.475,0,0,2,0,1,1,1,1,0,1,0,0,0
CUST_000067,3,49.34,142.65,5,3,55.48,0,1,9,1.3862943611198906,35.6625,0.7221185973799039,0,47.55,1.6666666666666667,1.0,0,11.096,0,1,2,0,1,1,3,0,0,1,2,0,0
CUST_000068,38,83.97,3119.1,1,2,21.79,0,0,1444,3.6635616461296463,79.97692307692307,1.228948087190728,0,82.08157894736841,0.0263157894736842,0.0526315789473684,0,21.79,1,1,2,0,3,0,1,1,0,1,1,0,0
CUST_000069,1,61.57,62.39,4,5,68.69,0,1,1,0.6931471805599453,31.195,0.9011115127823406,0,62.39,4.0,5.0,1,17.1725,0,1,3,1,2,0,1,1,0,1,7,1,0
CUST_000071,35,62.0,2087.07,2,1,75.2,0,0,1225,3.58351893845611,57.97416666666667,0.9074048041660728,0,59.63057142857144,0.0571428571428571,0.0285714285714285,0,37.6,0,0,1,0,1,1,1,1,0,1,0,0,0
CUST_000074,40,89.09,3683.42,3,0,50.13,0,0,1600,3.713572066704308,89.83951219512196,1.3038821613412168,0,92.0855,0.075,0.0,0,16.71,0,-1,3,1,1,1,1,1,0,2,5,1,0
CUST_000075,29,99.93,2888.47,2,2,58.34,0,0,841,3.4011973816621555,96.28233333333333,1.4625316464567044,1,99.60241379310344,0.0689655172413793,0.0689655172413793,0,29.17,0,0,1,0,1,1,4,0,0,2,0,0,0
CUST_000076,31,69.33,2110.89,3,2,57.11,0,0,961,3.4657359027997265,65.9653125,1.0146834689166748,0,68.09322580645161,0.0967741935483871,0.064516129032258,0,19.036666666666665,0,1,3,1,1,1,2,0,0,3,3,0,0
CUST_000077,35,36.52,1286.02,1,1,35.39,0,0,1225,3.58351893845611,35.72277777777778,0.534490700776532,0,36.74342857142857,0.0285714285714285,0.0285714285714285,0,35.39,0,0,3,1,1,1,1,1,0,2,3,0,0
CUST_000078,1,61.47,60.0,3,1,91.03,0,1,1,0.6931471805599453,30.0,0.8996479566465888,0,60.0,3.0,1.0,0,30.343333333333334,0,-1,3,1,1,1,2,0,0,3,7,1,0
CUST_000079,10,98.63,976.55,4,0,43.87,0,0,100,2.3978952727983707,88.77727272727272,1.443505416691932,1,97.655,0.4,0.0,0,10.9675,0,0,3,1,3,0,1,1,0,1,4,0,1
CUST_000080,2,61.29,120.53,4,3,62.98,0,1,4,1.0986122886681098,40.17666666666667,0.8970135556022357,0,60.265,2.0,1.5,0,15.745,0,1,1,0,1,1,1,1,0,1,2,0,0
CUST_000082,23,70.72,1695.57,2,1,68.53,0,0,529,3.1780538303479458,70.64874999999999,1.0350268992036238,0,73.72043478260869,0.0869565217391304,0.0434782608695652,0,34.265,0,0,2,0,2,0,3,0,0,2,0,0,0
CUST_000083,9,44.12,407.39,1,1,33.13,0,0,81,2.302585092994046,40.739,0.6457209670936636,0,45.26555555555555,0.1111111111111111,0.1111111111111111,0,33.13,1,0,2,0,1,1,4,0,0,2,0,0,0
CUST_000084,1,99.62,99.01,6,3,31.51,0,1,1,0.6931471805599453,49.505,1.4579946224358742,1,99.01,6.0,3.0,0,5.251666666666667,1,1,3,1,1,1,1,1,0,3,5,1,0
CUST_000085,8,28.42,227.46,3,2,51.67,0,0,64,2.19722457733622,25.273333333333333,0.4159426537806419,0,28.4325,0.375,0.25,0,17.223333333333333,0,0,3,1,1,1,1,1,0,1,3,0,0
CUST_000087,31,40.89,1298.88,2,2,33.82,0,0,961,3.4657359027997265,40.59,0.5984481039088827,0,41.89935483870968,0.064516129032258,0.064516129032258,0,16.91,0,1,2,0,2,0,4,0,0,2,0,0,0
CUST_000088,24,26.71,647.22,2,1,31.84,0,0,576,3.218875824868201,25.8888,0.3909158438592872,0,26.9675,0.0833333333333333,0.0416666666666666,0,15.92,1,1,3,1,3,0,2,0,0,1,4,0,0
CUST_000090,15,69.96,1017.98,0,1,35.56,0,0,225,2.772588722239781,63.62375,1.0239038725719107,0,67.86533333333334,0.0,0.0666666666666666,0,35.56,0,-1,3,1,1,1,1,1,0,2,5,1,0
CUST_000091,3,90.69,279.14,4,2,21.2,0,1,9,1.3862943611198906,69.785,1.3272990595132446,0,93.04666666666668,1.3333333333333333,0.6666666666666666,0,5.3,1,1,3,1,3,0,3,0,0,1,6,1,0
CUST_000093,34,92.78,3080.66,1,1,83.65,0,0,1156,3.555348061489413,88.01885714285714,1.3578873827504556,1,90.60764705882352,0.0294117647058823,0.0294117647058823,0,83.65,0,0,3,1,3,0,1,1,0,1,4,0,0
CUST_000094,19,60.96,1177.63,3,0,47.74,0,0,361,2.995732273553991,58.8815,0.892183820354255,0,61.98052631578948,0.1578947368421052,0.0,0,15.913333333333334,0,0,1,0,1,1,2,0,0,1,0,0,0
CUST_000095,35,83.17,3034.48,6,2,100.47,0,0,1225,3.58351893845611,84.2911111111111,1.2172396381047144,0,86.69942857142857,0.1714285714285714,0.0571428571428571,0,16.745,0,-1,1,0,3,0,4,0,0,2,3,0,0
CUST_000096,16,77.69,1295.05,4,4,71.81,0,0,256,2.833213344056216,76.17941176470588,1.1370367618655195,0,80.940625,0.25,0.25,1,17.9525,0,0,3,1,1,1,1,1,0,1,5,1,0
CUST_000097,17,62.16,1079.93,2,1,67.69,0,0,289,2.8903717578961645,59.99611111111111,0.9097464939832756,0,63.52529411764706,0.1176470588235294,0.0588235294117647,0,33.845,0,0,2,0,2,0,1,1,0,1,0,0,0
CUST_000098,13,79.72,989.52,2,3,47.57,0,0,169,2.6390573296152584,70.67999999999999,1.1667469514212796,0,76.11692307692307,0.1538461538461538,0.2307692307692307,0,23.785,0,-1,2,0,3,0,4,0,0,2,3,0,1
CUST_000099,1,114.72,118.99,1,4,43.86,0,1,1,0.6931471805599453,59.495,1.678991598934385,1,118.99,1.0,4.0,1,43.86,0,0,3,1,1,1,2,0,0,1,7,1,1
CUST_000100,2,39.29,79.82,4,3,25.4,0,1,4,1.0986122886681098,26.606666666666666,0.575031205736855,0,39.91,2.0,1.5,0,6.35,1,1,3,1,2,0,1,1,0,2,5,1,1
CUST_000101,1,110.58,108.48,3,5,39.96,0,1,1,0.6931471805599453,54.24,1.6184003749142637,1,108.48,3.0,5.0,1,13.32,0,-1,1,0,1,1,1,1,0,1,6,1,0
CUST_000102,24,25.35,589.37,4,0,93.43,0,0,576,3.218875824868201,23.5748,0.3710114804130637,0,24.55708333333333,0.1666666666666666,0.0,0,23.3575,0,1,2,0,1,1,2,0,0,2,0,0,0
CUST_000103,9,50.84,440.0,5,1,76.68,0,0,81,2.302585092994046,44.0,0.7440719394161799,0,48.888888888888886,0.5555555555555556,0.1111111111111111,0,15.336000000000002,0,0,1,0,1,1,2,0,0,3,0,0,0
CUST_000106,6,33.12,193.47,2,1,25.56,0,0,36,1.9459101490553128,27.638571428571428,0.4847297921609731,0,32.245,0.3333333333333333,0.1666666666666666,0,12.78,1,1,3,1,1,1,4,0,0,1,3,0,1
CUST_000107,12,108.23,1236.97,4,2,61.68,0,0,144,2.5649493574615367,95.15153846153846,1.584006805724098,1,103.08083333333332,0.3333333333333333,0.1666666666666666,0,15.42,0,0,3,1,2,0,4,0,0,1,3,0,0
CUST_000108,33,102.86,3359.51,6,4,27.53,0,0,1089,3.5263605246161616,98.80911764705884,1.5054138412342302,1,101.80333333333334,0.1818181818181818,0.1212121212121212,1,4.588333333333334,1,0,3,1,3,0,4,0,0,2,6,1,1
CUST_000109,6,85.21,510.37,6,3,47.03,0,0,36,1.9459101490553128,72.91,1.2470961832740497,0,85.06166666666667,1.0,0.5,0,7.838333333333334,0,0,3,1,1,1,2,0,0,1,3,0,0
CUST_000110,1,65.84,63.66,0,3,37.22,0,1,1,0.6931471805599453,31.83,0.9636053597789396,0,63.66,0.0,3.0,0,37.22,0,0,3,1,1,1,2,0,0,1,5,1,0
CUST_000111,8,113.3,865.07,2,0,44.01,0,0,64,2.19722457733622,96.11888888888888,1.6582091018067109,1,108.13375,0.25,0.0,0,22.005,0,0,3,1,2,0,1,1,0,2,3,0,1
CUST_000112,4,103.07,399.46,5,3,68.63,0,1,16,1.6094379124341005,79.892,1.5084873091193087,1,99.865,1.25,0.75,0,13.726,0,-1,3,1,3,0,1,1,0,2,8,1,1
CUST_000114,39,90.19,3370.47,5,2,65.39,0,0,1521,3.688879454113936,84.26174999999999,1.3199812788344858,0,86.42230769230768,0.1282051282051282,0.0512820512820512,0,13.078,0,0,3,1,1,1,1,1,0,1,3,0,1
CUST_000116,49,78.79,3724.2,2,4,42.83,0,0,2401,3.912023005428146,74.484,1.1531358793587887,0,76.00408163265305,0.0408163265306122,0.0816326530612244,1,21.415,0,-1,3,1,1,1,2,0,0,1,7,1,0
CUST_000118,4,66.21,262.01,4,2,49.42,0,1,16,1.6094379124341005,52.402,0.9690205174812208,0,65.5025,1.0,0.5,0,12.355,0,1,2,0,1,1,2,0,0,3,2,0,0
CUST_000119,53,27.81,1415.09,3,2,23.51,0,0,2809,3.9889840465642745,26.205370370370368,0.4070149613525562,0,26.69981132075472,0.0566037735849056,0.0377358490566037,0,7.836666666666667,1,-1,3,1,3,0,2,0,0,1,6,1,1
CUST_000120,18,55.73,970.36,3,3,54.24,0,0,324,2.9444389791664403,51.07157894736842,0.8156398344544394,0,53.90888888888889,0.1666666666666666,0.1666666666666666,0,18.08,0,1,2,0,1,1,1,1,0,1,0,0,0
CUST_000121,39,89.58,3440.85,1,1,37.59,0,0,1521,3.688879454113936,86.02125,1.3110535864064004,0,88.22692307692307,0.0256410256410256,0.0256410256410256,0,37.59,0,0,3,1,1,1,1,1,0,2,3,0,1
CUST_000123,9,116.31,1072.88,1,3,22.28,0,0,81,2.302585092994046,107.288,1.7022621414928378,1,119.20888888888892,0.1111111111111111,0.3333333333333333,0,22.28,1,0,1,0,2,0,1,1,0,1,0,0,0
CUST_000124,2,75.57,144.71,2,2,43.58,0,1,4,1.0986122886681098,48.23666666666667,1.1060093717875827,0,72.355,1.0,1.0,0,21.79,0,1,2,0,1,1,1,1,0,3,2,0,0
CUST_000125,6,80.66,501.4,0,2,59.05,0,0,36,1.9459101490553128,71.62857142857142,1.180504379097346,0,83.56666666666666,0.0,0.3333333333333333,0,59.05,0,0,3,1,1,1,3,0,0,2,3,0,1
CUST_000126,13,38.57,517.27,0,1,40.69,0,0,169,2.6390573296152584,36.94785714285714,0.5644936015594425,0,39.79,0.0,0.0769230769230769,0,40.69,0,-1,1,0,3,0,1,1,0,2,3,0,0
CUST_000127,40,89.53,3676.46,5,0,60.99,0,0,1600,3.713572066704308,89.66975609756098,1.3103218083385244,0,91.9115,0.125,0.0,0,12.198,0,-1,3,1,3,0,1,1,0,1,6,1,0
CUST_000129,1,48.47,50.04,2,2,74.78,0,1,1,0.6931471805599453,25.02,0.7093856589988639,0,50.04,2.0,2.0,0,37.39,0,-1,2,0,1,1,1,1,0,2,4,0,0
CUST_000130,17,86.84,1429.45,6,3,30.85,0,0,289,2.8903717578961645,79.41388888888889,1.270952148286803,0,84.08529411764707,0.3529411764705882,0.1764705882352941,0,5.141666666666667,1,1,2,0,1,1,2,0,0,1,0,0,0
CUST_000131,12,51.03,589.36,3,3,16.2,0,0,144,2.5649493574615367,45.33538461538462,0.7468526960741082,0,49.11333333333334,0.25,0.25,0,5.4,1,-1,1,0,3,0,1,1,0,2,3,0,1
CUST_000132,6,24.98,143.06,1,2,48.31,0,0,36,1.9459101490553128,20.437142857142856,0.3655963227107823,0,23.843333333333334,0.1666666666666666,0.3333333333333333,0,48.31,0,-1,3,1,3,0,3,0,0,2,6,1,1
CUST_000133,3,103.19,323.17,3,3,66.91,0,1,9,1.3862943611198906,80.7925,1.5102435764822109,1,107.72333333333334,1.0,1.0,0,22.30333333333333,0,1,2,0,1,1,2,0,0,2,2,0,0
CUST_000134,9,51.03,450.45,3,4,73.29,0,0,81,2.302585092994046,45.045,0.7468526960741082,0,50.05,0.3333333333333333,0.4444444444444444,1,24.430000000000003,0,0,3,1,1,1,4,0,0,2,5,1,0
CUST_000135,68,26.31,1863.8,2,3,84.49,0,0,4624,4.23410650459726,27.01159420289855,0.3850616193162803,0,27.40882352941176,0.0294117647058823,0.0441176470588235,0,42.245,0,0,3,1,1,1,4,0,0,2,3,0,0
CUST_000136,9,27.48,241.7,1,1,65.96,0,0,81,2.302585092994046,24.17,0.4021852261045756,0,26.855555555555554,0.1111111111111111,0.1111111111111111,0,65.96,0,-1,3,1,1,1,2,0,0,1,5,1,0
CUST_000139,10,97.43,1015.58,3,3,65.22,0,0,100,2.3978952727983707,92.32545454545456,1.4259427430629112,1,101.558,0.3,0.3,0,21.74,0,1,2,0,3,0,2,0,0,1,1,0,0
CUST_000142,6,37.38,234.39,2,0,43.58,0,0,36,1.9459101490553128,33.48428571428571,0.547077283543997,0,39.065,0.3333333333333333,0.0,0,21.79,0,1,3,1,1,1,2,0,0,2,3,0,0
CUST_000143,16,69.29,1089.2,4,1,30.79,0,0,256,2.833213344056216,64.07058823529412,1.0140980464623743,0,68.075,0.25,0.0625,0,7.6975,1,-1,1,0,1,1,2,0,0,3,2,0,0
CUST_000144,8,88.8,704.64,2,2,70.37,0,0,64,2.19722457733622,78.29333333333334,1.2996378485475368,0,88.08,0.25,0.25,0,35.185,0,-1,3,1,3,0,2,0,0,2,6,1,1
CUST_000146,1,80.11,78.51,2,1,54.14,0,1,1,0.6931471805599453,39.255,1.1724548203507117,0,78.51,2.0,1.0,0,27.07,0,-1,2,0,2,0,2,0,0,2,4,0,1
CUST_000147,22,112.48,2537.37,3,6,47.69,0,0,484,3.1354942159291497,110.32043478260869,1.6462079414935469,1,115.335,0.1363636363636363,0.2727272727272727,1,15.896666666666668,0,-1,2,0,1,1,2,0,0,2,4,0,0
CUST_000148,16,42.85,656.39,2,2,98.37,0,0,256,2.833213344056216,38.61117647058824,0.6271338041696166,0,41.024375,0.125,0.125,0,49.185,0,-1,3,1,1,1,1,1,0,1,5,1,0
CUST_000149,1,69.37,69.53,4,0,47.13,0,1,1,0.6931471805599453,34.765,1.0152688913709755,0,69.53,4.0,0.0,0,11.7825,0,1,1,0,1,1,2,0,0,1,2,0,0
CUST_000150,7,108.4,730.14,1,2,34.68,0,0,49,2.079441541679836,91.2675,1.586494851154876,1,104.30571428571427,0.1428571428571428,0.2857142857142857,0,34.68,0,-1,3,1,1,1,4,0,0,1,5,1,1
CUST_000151,57,27.79,1551.29,0,1,43.22,0,0,3249,4.060443010546419,26.746379310344828,0.4067222501254059,0,27.21561403508772,0.0,0.0175438596491228,0,43.22,0,-1,1,0,3,0,1,1,0,2,3,0,1
CUST_000152,6,25.59,149.83,1,4,69.97,0,0,36,1.9459101490553128,21.40428571428572,0.3745240151388678,0,24.971666666666668,0.1666666666666666,0.6666666666666666,1,69.97,0,0,3,1,3,0,3,0,0,3,6,1,0
CUST_000153,3,43.33,134.4,2,1,21.0,0,1,9,1.3862943611198906,33.6,0.6341588736212248,0,44.8,0.6666666666666666,0.3333333333333333,0,10.5,1,-1,3,1,3,0,2,0,0,3,8,1,1
CUST_000159,6,44.86,261.81,2,2,24.58,0,0,36,1.9459101490553128,37.401428571428575,0.6565512824982264,0,43.635,0.3333333333333333,0.3333333333333333,0,12.29,1,0,1,0,3,0,3,0,0,1,1,0,0
CUST_000161,11,81.36,851.0,1,0,91.85,0,0,121,2.4849066497880004,70.91666666666667,1.190749272047608,0,77.36363636363636,0.0909090909090909,0.0,0,91.85,0,-1,2,0,2,0,3,0,0,2,2,0,0
CUST_000162,24,114.57,2758.3,4,3,60.43,0,0,576,3.218875824868201,110.332,1.6767962647307575,1,114.92916666666667,0.1666666666666666,0.125,0,15.1075,0,0,2,0,1,1,2,0,0,1,0,0,0
CUST_000163,24,87.47,2194.33,6,3,42.1,0,0,576,3.218875824868201,87.7732,1.2801725519420388,0,91.43041666666666,0.25,0.125,0,7.016666666666667,0,0,3,1,2,0,2,0,0,2,3,0,1
CUST_000164,18,98.29,1708.13,7,4,38.49,0,0,324,2.9444389791664403,89.90157894736842,1.4385293258303762,1,94.89611111111113,0.3888888888888889,0.2222222222222222,1,5.498571428571429,0,0,3,1,3,0,4,0,0,1,6,1,0
CUST_000165,2,56.68,114.19,2,3,28.12,0,1,4,1.0986122886681098,38.06333333333333,0.8295436177440809,0,57.095,1.0,1.5,0,14.06,1,0,1,0,1,1,3,0,0,2,2,0,0
CUST_000166,43,47.23,2124.67,3,3,45.19,0,0,1849,3.784189633918261,48.28795454545455,0.6912375629155423,0,49.410930232558144,0.0697674418604651,0.0697674418604651,0,15.063333333333333,0,0,3,1,1,1,3,0,0,1,3,0,1
